text,lang,tokenized_text,x,y,cluster_kmeans,cluster_hdbscan
文化在正常情况下属一种交流，在不正常情况下被视为一种渗透。美方的举动可认同为没收了中国的文化资产。 //@奈儿宝贝: //@胡�尘: 不废话，把中国的什么教堂教会神学院统统关闭！,zh,文化 在 正常 情况 下属 一种 交流 ， 在 不 正常 情况 下 被 视为 一种 渗透 。 美方 的 举动 可 认同 为 没收 了 中国 的 文化 资产 。   / / @ 奈儿 宝贝 :   / / @ 胡 � 尘 :   不 废话 ， 把 中国 的 什么 教堂 教会 神学院 统统 关闭 ！,3.4010482,6.6527214,2,1
"米桑特有的文化夏季吧挪用。还记得芙宁娜宣传图上“众水众方众民与众律法的女王”，居然化用的是圣经中批判大银芙的话🤣和枫丹城奇妙的罗马风味巧妙的相驳斥🤣
点击展开，查看完整图片

点击展开，查看完整图片",zh,"米桑 特有 的 文化 夏季 吧 挪用 。 还 记得 芙宁娜 宣传 图上 “ 众水众 方众民 与 众 律法 的 女王 ” ， 居然 化用 的 是 圣经 中 批判 大银 芙 的话 🤣 和枫丹 城 奇妙 的 罗马 风味 巧妙 的 相 驳斥 🤣 
 点击 展开 ， 查看 完整 图片 
 
 点击 展开 ， 查看 完整 图片",5.5567985,7.84672,1,1
上帝派来的基友。。。。[衰],zh,上帝 派来 的 基友 。 。 。 。 [ 衰 ],6.0024834,7.9623713,1,1
人家加尔文原文的意思是说：“道德部分已经被基督完成了，但是安息日的礼仪部分，需要强调一下，你们废除的时候注点意，把迷信部分废了就行，该有的礼拜活动还是要有的。”,zh,人家 加尔文 原文 的 意思 是 说 ： “ 道德 部分 已经 被 基督 完成 了 ， 但是 安息日 的 礼仪 部分 ， 需要 强调 一下 ， 你们 废除 的 时候 注点意 ， 把 迷信 部分 废 了 就 行 ， 该 有 的 礼拜 活动 还是 要 有 的 。 ”,5.4410605,7.904265,1,1
"“红领巾”为偶像张目说，传真理要有基本态度，就是谦卑与人和气联络。
施洗约翰对前来受洗的法利赛人撒都该人说:毒蛇的种类！
他的牧师偶像是一个摸象的盲人。",zh,"“ 红领巾 ” 为 偶像 张目 说 ， 传 真理 要 有 基本 态度 ， 就是 谦卑 与 人 和 气 联络 。 
 施洗约翰 对 前来 受洗 的 法利赛 人 撒 都 该 人 说 : 毒蛇 的 种类 ！ 
 他 的 牧师 偶像 是 一个 摸象 的 盲人 。",3.4844966,7.3279104,2,1
核心动机变了？没变呀。旧约到新约一直是因信称义，圣经从来没有要人靠律法称义。,zh,核心 动机 变 了 ？ 没变 呀 。 旧约 到 新约 一直 是 因 信称义 ， 圣经 从来 没有 要 人 靠 律法 称义 。,3.3643062,6.984699,2,1
我一直怀疑达尔文在胡说八道――人是由猿猴变的？现在那么多猿猴，怎么没见有哪只脱毛成人？为啥东西方（上帝、女娲）都有神造人之说？[懒得理你],zh,我 一直 怀疑 达尔文 在 胡说八道 ― ― 人 是 由 猿猴 变 的 ？ 现在 那么 多 猿猴 ， 怎么 没见 有 哪 只 脱毛 成人 ？ 为啥 东西方 （ 上帝 、 女娲 ） 都 有神 造人 之 说 ？ [ 懒得 理 你 ],3.8474221,7.19084,2,1
1980年出版的一本自我访谈里，卡波特写道：“上帝的确眷顾我。但我恐怕不是个圣徒。我是个酗酒者、瘾君子，同性恋和天才。很显然我不能既是圣徒又是这么四个可疑的玩意儿。”,zh,1980 年 出版 的 一本 自我 访谈 里 ， 卡 波特 写道 ： “ 上帝 的确 眷顾 我 。 但 我 恐怕 不是 个 圣徒 。 我 是 个 酗酒 者 、 瘾君子 ， 同性恋 和 天才 。 很 显然 我 不能 既 是 圣徒 又 是 这么 四个 可疑 的 玩意儿 。 ”,3.58481,7.0660844,2,1
打开微博，到处都是“棍”。男棍！女棍！神棍！各种棍！棍！棍！棍！棍！棍！棍！棍！棍！棍！棍！棍！棍！棍！棍！棍！棍！棍！棍！棍！棍！棍！棍！棍！棍！棍！棍！棍！棍！棍！棍！棍！棍！棍！棍！棍！棍！棍！棍！棍！棍！棍！棍！棍！棍！棍！棍！棍！棍！棍！棍！棍！棍！棍！棍！棍！[睡觉],zh,打开 微博 ， 到处 都 是 “ 棍 ” 。 男棍 ！ 女棍 ！ 神棍 ！ 各种 棍 ！ 棍 ！ 棍 ！ 棍 ！ 棍 ！ 棍 ！ 棍 ！ 棍 ！ 棍 ！ 棍 ！ 棍 ！ 棍 ！ 棍 ！ 棍 ！ 棍 ！ 棍 ！ 棍 ！ 棍 ！ 棍 ！ 棍 ！ 棍 ！ 棍 ！ 棍 ！ 棍 ！ 棍 ！ 棍 ！ 棍 ！ 棍 ！ 棍 ！ 棍 ！ 棍 ！ 棍 ！ 棍 ！ 棍 ！ 棍 ！ 棍 ！ 棍 ！ 棍 ！ 棍 ！ 棍 ！ 棍 ！ 棍 ！ 棍 ！ 棍 ！ 棍 ！ 棍 ！ 棍 ！ 棍 ！ 棍 ！ 棍 ！ 棍 ！ 棍 ！ 棍 ！ 棍 ！ 棍 ！ 棍 ！ [ 睡觉 ],4.5305223,7.7608986,1,1
神父：小女孩别怕，这就把我的魔鬼打入你的地狱,zh,神父 ： 小女孩 别怕 ， 这 就 把 我 的 魔鬼 打入 你 的 地狱,3.1847682,7.55552,2,1
说来也怪，那么多的神父就好这口~~//@驭酒者: //@海外阿Q: 美国天主教神父性侵儿童的事大家知道吧，多少神父，隐瞒很多年，教会包庇神父，用大家捐的钱塞给受害者。还有BBC主播性侵上百，还不止一个主播，宾州州立的教练性侵儿童案，为啥不举牌：神父找我！主播找我！教练找我！,zh,说来 也 怪 ， 那么 多 的 神父 就 好 这口 ~ ~ / / @ 驭 酒者 :   / / @ 海外 阿 q :   美国 天主教 神父 性侵 儿童 的 事 大家 知道 吧 ， 多少 神父 ， 隐瞒 很多年 ， 教会 包庇 神父 ， 用 大家 捐 的 钱 塞 给 受害者 。 还有 bbc 主播 性侵 上百 ， 还 不止 一个 主播 ， 宾州 州立 的 教练 性侵 儿童 案 ， 为啥 不举牌 ： 神父 找 我 ！ 主播 找 我 ！ 教练 找 我 ！,4.032257,7.8342853,2,1
//@聂国宏：祝福小女孩希望尽快恢复平静，劫匪必须严惩。当时有条件击毙就好了，省的后续审判了。,zh,/ / @ 聂国宏 ： 祝福 小女孩 希望 尽快恢复 平静 ， 劫匪 必须 严惩 。 当时 有 条件 击毙 就 好 了 ， 省 的 后续 审判 了 。,5.821979,8.090795,1,1
尊毛也要理性。连江青都懂得说忠字舞，早请示晚汇报是抹黑毛的阴谋，而且后来果然被作为毛的罪证津津乐道了三十年，所以，博主就不要添乱了//@刘儒松同志:耶稣是被犹大出卖而被钉上十字架，而毛泽东也是主动背上十字架。从这一点，毛泽东在神性上超越了耶稣！,zh,尊毛 也 要 理性 。 连 江青 都 懂得 说忠字 舞 ， 早 请示 晚 汇报 是 抹黑 毛 的 阴谋 ， 而且 后来 果然 被 作为 毛 的 罪证 津津乐道 了 三十年 ， 所以 ， 博主 就 不要 添乱 了 / / @ 刘儒松 同志 : 耶稣 是 被 犹大 出卖 而 被 钉 上 十字架 ， 而 毛泽东 也 是 主动 背上 十字架 。 从这一点 ， 毛泽东 在 神性 上 超越 了 耶稣 ！,4.485479,7.400022,1,1
"群规：
1不喷脏话，不传播色情暴力。
2民族为汉！立场要爱国！
3回避政治话题，回避敏感话题避免封群。
4宗教信仰不能拜基督教犹太教伊斯兰回教
5支持正道势力",zh,"群规 ： 
 1 不 喷 脏话 ， 不 传播 色情 暴力 。 
 2 民族 为汉 ！ 立场 要 爱国 ！ 
 3 回避 政治 话题 ， 回避 敏感话题 避免 封群 。 
 4 宗教信仰 不能 拜 基督教 犹太教 伊斯兰 回教 
 5 支持 正道 势力",5.9747243,7.7313433,1,1
欧洲在中世纪，各方面是严重落后于中國的。仅少数宗教人士与贵族有书识字，大多是文肓及奴隶。歌德讲过，当我们祖先生活在森林中，中国已有小说。,zh,欧洲 在 中世纪 ， 各 方面 是 严重 落后 于 中國 的 。 仅 少数 宗教 人士 与 贵族 有书 识字 ， 大多 是 文肓 及 奴隶 。 歌德 讲过 ， 当 我们 祖先 生活 在 森林 中 ， 中国 已有 小说 。,5.448645,7.341278,1,1
我的律师朋友没有一个不说药家鑫该死。当然他们不是基督徒，从不坐地铁。从律师专业角度讲，药该死，从情理上将，药更该死。,zh,我 的 律师 朋友 没有 一个 不说 药家鑫 该死 。 当然 他们 不是 基督徒 ， 从不 坐地铁 。 从 律师 专业 角度 讲 ， 药 该死 ， 从 情理 上将 ， 药 更 该死 。,3.6432457,7.5423617,2,1
话说大佬怎么转教啊？只能等宗教改革时代吗？,zh,话 说 大佬 怎么 转教 啊 ？ 只能 等 宗教改革 时代 吗 ？,3.1776266,6.7691393,2,1
西方也一样，因为基督教规定一夫一妻制，但是可以有情人，玩了都不要负责，中国起码还给个名分,zh,西方 也 一样 ， 因为 基督教 规定 一夫一妻制 ， 但是 可以 有情人 ， 玩 了 都 不要 负责 ， 中国 起码 还给 个 名分,5.3457303,7.8607397,1,1
单就字面来说是对的，有宗教信仰并不说明愚昧。但人民日报文章本意并非如此。而且，共产党员应该信马列主义，毕竟入党时宣了誓的，那就不能信其他宗教，就跟信基督不能信佛一样。,zh,单 就 字面 来说 是 对 的 ， 有 宗教信仰 并 不 说明 愚昧 。 但 人民日报 文章 本意 并非如此 。 而且 ， 共产党员 应该 信 马列主义 ， 毕竟 入党 时宣 了 誓 的 ， 那 就 不能 信 其他 宗教 ， 就 跟 信 基督 不能 信佛 一样 。,4.585268,6.9996357,2,1
现在一说圣母，基本都指圣母婊,zh,现在 一说 圣母 ， 基本 都 指 圣母 婊,2.6900976,7.5553308,2,1
嫁人勿嫁水瓶男-----＜圣经＞第一章。,zh,嫁人 勿 嫁 水瓶 男 ----- ＜ 圣经 ＞ 第一章 。,3.2040722,7.154928,2,1
因为我们所信仰的佛被关进了高墙，而上帝无处不在。,zh,因为 我们 所 信仰 的 佛 被 关进 了 高墙 ， 而 上帝 无处不在 。,3.692251,6.95652,2,1
"约10:11我是好牧人、好牧人为羊舍命。
我可以肯定你信的那位耶稣不是好牧人，而是一位坏牧人！我家牧羊犬出去牧羊，基本上不丢羊，而你信的那位耶稣出去牧羊，动不动就丢一只，动不动就丢一只，连我家的狗都不如！",zh,"约 10 : 11 我 是 好 牧人 、 好 牧人 为 羊 舍命 。 
 我 可以 肯定 你 信 的 那位 耶稣 不是 好 牧人 ， 而是 一位 坏 牧人 ！ 我家 牧羊犬 出去 牧羊 ， 基本上 不 丢 羊 ， 而 你 信 的 那位 耶稣 出去 牧羊 ， 动不动 就 丢 一只 ， 动不动 就 丢 一只 ， 连 我家 的 狗 都 不如 ！",4.7500625,7.841385,1,1
god不行，上帝可以,zh,god 不行 ， 上帝 可以,5.8836756,7.9789977,1,1
。。。你没听我更慎人的，神棍自己咒自己的，无视鬼魂,zh,。 。 。 你 没 听 我 更慎人 的 ， 神棍 自己 咒 自己 的 ， 无视 鬼魂,3.3437526,7.5313067,2,1
上帝为了创造女人，给了男人一个伊甸园，取走他身上的一根肋骨造了女人，当男人失去女人，胸口就会好痛。后来，上帝为了创造基友，给了男人一本《葵花宝典》。,zh,上帝 为了 创造 女人 ， 给 了 男人 一个 伊甸园 ， 取走 他 身上 的 一根 肋骨 造 了 女人 ， 当 男人 失去 女人 ， 胸口 就 会 好 痛 。 后来 ， 上帝 为了 创造 基友 ， 给 了 男人 一本 《 葵花宝典 》 。,5.3218446,7.9872746,1,1
修女能色，尼姑就不能色吗,zh,修女 能色 ， 尼姑 就 不能 色 吗,2.6115775,7.5480127,2,1
达芬奇创作最后的晚餐时，需要人物模特。他在教堂中找到了理想的基督模特，爱、温和、无辜和怜悯。但他始终没有找到犹大的特，终于二十多年后在监狱看到一个囚犯，有犹大的贪婪、邪恶、罪恶感和绝望，他喜出望外。但囚犯告诉他，他就是当年的基督模特。纯属传说，意在说明生活可以将善良转化为邪恶。,zh,达芬奇 创作 最后 的 晚餐 时 ， 需要 人物 模特 。 他 在 教堂 中 找到 了 理想 的 基督 模特 ， 爱 、 温和 、 无辜 和 怜悯 。 但 他 始终 没有 找到 犹大 的 特 ， 终于 二十多年 后 在 监狱 看到 一个 囚犯 ， 有 犹大 的 贪婪 、 邪恶 、 罪恶感 和 绝望 ， 他 喜出望外 。 但 囚犯 告诉 他 ， 他 就是 当年 的 基督 模特 。 纯属 传说 ， 意在 说明 生活 可以 将 善良 转化 为 邪恶 。,4.8703566,8.072903,1,1
开教堂的会办免费教会学校教育下一代，开庙的经常会搞收费海陆法事超度上一代,zh,开 教堂 的 会 办 免费 教会学校 教育 下一代 ， 开庙 的 经常 会 搞 收费 海陆 法事 超度 上 一代,3.31002,6.517193,2,1
耶稣说白了就是个邪教徒，可儒家思想老早就无神论了,zh,耶稣 说白了 就是 个 邪教徒 ， 可 儒家思想 老 早就 无神论 了,3.6910982,7.0759964,2,1
何等无耻，圣经说拐带人口的要致死！ //@冯伟牧师://@儿童希望张雯: [围观][话筒]//@北大梁昌年:同案犯!,zh,何等 无耻 ， 圣经 说 拐带 人口 的 要 致死 ！   / / @ 冯伟 牧师 : / / @ 儿童 希望 张雯 :   [ 围观 ] [ 话筒 ] / / @ 北大 梁昌年 : 同案犯 !,3.989695,7.717338,2,1
佛珠本无法力，人们需要免罪卷，便开始讲究起来，仿佛以此就能得心安。心中有佛，日月星辰、一草一木都能带来平静，不安，岂能是日日跪拜就可以抚慰的？基于此，马丁路德才开始宗教改革，但在东方，每每看到虚伪的大师布道，我只会想一件事，他们一定智商很低吧，没有顿悟的能力，就敢不知畏地大放阙词,zh,佛珠 本 无法 力 ， 人们 需要 免罪 卷 ， 便 开始 讲究 起来 ， 仿佛 以此 就 能 得 心安 。 心中 有佛 ， 日月星辰 、 一草一木 都 能 带来 平静 ， 不安 ， 岂能 是 日日 跪拜 就 可以 抚慰 的 ？ 基于 此 ， 马丁路德 才 开始 宗教改革 ， 但 在 东方 ， 每每 看到 虚伪 的 大师 布道 ， 我 只会 想 一件 事 ， 他们 一定 智商 很 低 吧 ， 没有 顿悟 的 能力 ， 就 敢 不知 畏地 大放 阙 词,5.096623,7.2797155,1,1
法师，你是如来派到耶稣那边的卧底么？,zh,法师 ， 你 是 如来 派 到 耶稣 那边 的 卧底 么 ？,3.294394,7.105252,2,1
蒋介石侍卫敦斌伟在中研院口述历史中，说了一段蒋的优点。他极讨厌奉承的人，尤其牧师。他每周至凯歌堂教堂听牧师讲道，若牧师见了他百般奉承，不好好讲道，他下回即选择缺席。蒋介石最推崇的牧师是周联华。,zh,蒋介石 侍卫 敦斌伟 在 中研院 口述 历史 中 ， 说 了 一段 蒋 的 优点 。 他 极 讨厌 奉承 的 人 ， 尤其 牧师 。 他 每周 至 凯歌 堂 教堂 听 牧师 讲道 ， 若 牧师 见 了 他 百般奉承 ， 不 好好 讲道 ， 他 下回 即 选择 缺席 。 蒋介石 最 推崇 的 牧师 是 周 联华 。,4.7667494,7.7210875,1,1
修女？你说的是哪个，牢代以前一直都是被收养，后来才遇到红公爵,zh,修女 ？ 你 说 的 是 哪个 ， 牢代 以前 一直 都 是 被 收养 ， 后来 才 遇到 红 公爵,2.632459,7.4265933,2,1
//@如鹰展翼而上:回复@陈老坎:找到了，中新网采访了叶开，叶开（应该就是@老虎不吃��）说的。http://t.cn/zjiVDYr //@如鹰展翼而上:诺贝尔文学奖得主@莫言 同志他妈妈是基督徒这件事的文献参考资料出自哪里啊？,zh,/ / @ 如鹰 展翼 而 上 : 回复 @ 陈老坎 : 找到 了 ， 中新网 采访 了 叶开 ， 叶开 （ 应该 就是 @ 老虎 不吃 � � ） 说 的 。 http : / / t . cn / zjivdyr   / / @ 如鹰 展翼 而 上 : 诺贝尔文学奖 得主 @ 莫言   同志 他 妈妈 是 基督徒 这件 事 的 文献 参考资料 出自 哪里 啊 ？,4.688342,7.5525427,1,1
刚买草莓，跟水果店阿叔聊天，他说以前文革最厉害时时他们也偷偷办圣诞舞会，偷收敌台播的圣诞歌曲，后来有一年玩一半有人闯进来，质问他们在唱什么歌，阿叔反应快，说，唱“主耶稣爱毛主席”,zh,刚买 草莓 ， 跟 水果店 阿叔 聊天 ， 他 说 以前 文革 最 厉害 时时 他们 也 偷偷 办 圣诞 舞会 ， 偷收 敌台 播 的 圣诞 歌曲 ， 后来 有 一年 玩 一半 有人 闯进来 ， 质问 他们 在 唱 什么 歌 ， 阿叔 反应 快 ， 说 ， 唱 “ 主耶稣 爱 毛主席 ”,4.859726,7.641762,1,1
"耶稣说：“我为审判到这世上来，叫不能看见的，可以看见；能看见的，反瞎了眼。”
同他在那里的法利赛人听见这话，就说：“难道我们也瞎了眼吗？”
耶稣对他们说：“你们若瞎了眼，就没有罪了；但如今你们说：‘我们能看见，’所以你们的罪还在。",zh,"耶稣 说 ： “ 我 为 审判 到 这 世上 来 ， 叫 不能 看见 的 ， 可以 看见 ； 能 看见 的 ， 反 瞎了眼 。 ” 
 同 他 在 那里 的 法利赛 人 听见 这话 ， 就 说 ： “ 难道 我们 也 瞎了眼 吗 ？ ” 
 耶稣 对 他们 说 ： “ 你们 若 瞎了眼 ， 就 没有 罪 了 ； 但 如今 你们 说 ： ‘ 我们 能 看见 ， ’ 所以 你们 的 罪 还 在 。",5.062679,7.9879093,1,1
正常的，毕竟美国没有能用圣经的合法教派。,zh,正常 的 ， 毕竟 美国 没有 能 用 圣经 的 合法 教派 。,3.1376667,6.7360387,2,1
把露米娅钉在十字架上不就有了吗,zh,把 露 米娅 钉 在 十字架 上 不 就 有 了 吗,3.1509764,7.4634714,2,1
比较好奇什么钉子这么厉害，能给耶稣手上开两个孔,zh,比较 好奇 什么 钉子 这么 厉害 ， 能 给 耶稣 手上 开 两个 孔,3.0511758,7.627367,2,1
难说，源头教和基督教不是一个，人类大多数都会被审判。“贫者一万留一千，富者一万留二三。”,zh,难说 ， 源头 教 和 基督教 不是 一个 ， 人类 大多数 都 会 被 审判 。 “ 贫者 一万 留 一千 ， 富者 一万 留 二三 。 ”,5.631234,8.174449,1,1
犹太教是原创，基督教是二创，伊斯兰教是三创，洪秀全来个四创有什么不可以？至少洪秀全还承认耶稣是上帝的儿子。,zh,犹太教 是 原创 ， 基督教 是 二创 ， 伊斯兰教 是 三创 ， 洪秀全 来个 四 创有 什么 不 可以 ？ 至少 洪秀全 还 承认 耶稣 是 上帝 的 儿子 。,4.194936,6.908457,2,1
我玷污你信仰了么？基督狗？骂人还要骂我祖宗，你们的主还真是伟大啊？以牙还牙就教你这？你这纯粹只能让我增加对基督狗恶感而已。,zh,我 玷污 你 信仰 了 么 ？ 基督 狗 ？ 骂人 还要 骂 我 祖宗 ， 你们 的 主 还 真是 伟大 啊 ？ 以牙还牙 就 教 你 这 ？ 你 这 纯粹 只能 让 我 增加 对 基督 狗 恶感 而已 。,4.0355973,7.3967385,2,1
现在那个耶狗在吹道管似劝架哈,zh,现在 那个 耶狗 在 吹 道 管似 劝架 哈,3.163733,7.208563,2,1
求菩萨有何用？反正，我是不信的。上帝也听不见。真主更耳聋。要不然，为何不能阻止恐怖和饥荒，还有更多的罪恶！还是给自己的心灵打电话吧！,zh,求 菩萨 有 何用 ？ 反正 ， 我 是 不信 的 。 上帝 也 听不见 。 真主 更 耳聋 。 要不然 ， 为何 不能 阻止 恐怖 和 饥荒 ， 还有 更 多 的 罪恶 ！ 还是 给 自己 的 心灵 打电话 吧 ！,4.3537145,7.5422764,2,1
要是耶哥能下凡，第一个毁灭的估计就是基督教,zh,要是 耶哥 能 下凡 ， 第一个 毁灭 的 估计 就是 基督教,3.6162698,6.8684516,2,1
修女也疯狂？,zh,修女 也 疯狂 ？,2.720751,7.504495,2,1
新教并非是路德宗开始的。路德宗是结果而不是起因,zh,新教 并非 是 路德宗 开始 的 。 路德宗 是 结果 而 不是 起因,3.5795615,6.79898,2,1
新教被压迫没错的，怎么大伙都像个人，怎么就你新教比撒旦还撒旦,zh,新教 被压迫 没错 的 ， 怎么 大伙 都 像 个人 ， 怎么 就 你 新教 比 撒旦 还 撒旦,3.4584227,6.8699675,2,1
笑点解析（划掉）语义解释：“告白”一词的原意大概可以理解为“说出埋藏在心里的话”，除了“男女之间告白情感”的用法之外，也可以用来表示“信徒向神父告白自己的罪过”,zh,笑点 解析 （ 划掉 ） 语义 解释 ： “ 告白 ” 一词 的 原意 大概 可以 理解 为 “ 说出 埋藏 在 心里 的话 ” ， 除了 “ 男女之间 告白 情感 ” 的 用法 之外 ， 也 可以 用来 表示 “ 信徒 向 神父 告白 自己 的 罪过 ”,3.8022616,7.780866,2,1
